source		word		segmentation
stonecoat		ha'de:yö:		ha'-te-y-ö-:
stonecoat		waënöjä́:'dak		wa-ën-öt-yä'tak
stonecoat		eodiyödadáia't		e-otiy-öt-a'tai-a't
stonecoat		ë́nöhgwa:s		ë-ën-ökhwa:s
stonecoat		hadinöge'		hati-nöke-'
stonecoat		dö:wödínö:onyö		t-öwöti-nöönyö-h
stonecoat		nöwënöjä́e's		n-öwën-öt-yä-e's
red_jacket		ëgatšyonyá:nö:'		ë-k-at-hyonya-nö-:'
red_jacket		de'gagä́:'		te'-ka-kar-a'
red_jacket		niyáwë'öh		ni-yaw-ë'-öh
red_jacket		jóähdöh		t-yo-hraht-öh
red_jacket		é:yatšyo:wí'		ë-hey-at-hyowi-'
red_jacket		wadö́:g		w-atö-h-ak
red_jacket		shagóyewa:tha'		shako-yewat-ha'
red_jacket		hahsënowánë:nö'		ha-hsën-owanë-:-nö'
red_jacket		no:nö́ëdzo'dë́'		hon-öëdz-o'të-'
red_jacket		thanö:gek		t-ha-nöke-ø-k
red_jacket		wáiwanögä́:d		wa-ha-iw-á-nökä-t-ø
red_jacket		ha:dinögé'		he-hati-nöke-'
red_jacket		ögwé'ö:weh		ökwe-'öweh
red_jacket		ha:dö́h		ha-atö-h
red_jacket		ëyö́khiyado:wí'		ë-yökhiy-at-owi-'
red_jacket		áedwahdë:dí'		ae-tw-ahtëti-'
red_jacket		niaió'dë:h		ni-ha-i-o'të-:h
red_jacket		heyáwë'ö́h		he-yaw-ë'-öh
red_jacket		wa'agoya'dé:eg		wa'-yako-ya't-eeek-ø
red_jacket		hadigowa:në́'s		hati-kowanë-'s
red_jacket		gë:dö́h		ka-itö-h
red_jacket		hadihsënowanë́'sgwa'		hati-hsën-owanë-'s-kwa'
red_jacket		ne'hö́weshö́'		ne'ho-öwe-shö'
red_jacket		dwë:níshäde:nyök		t-w-ë:nishä-te-nyö-ø-k
red_jacket		hë:né:'		h-ë-hën-e-:-'
red_jacket		thonö́hse:s		t-ho-nöhs-es-ø
red_jacket		waëníshäyëöní'		wa-h-ë:nishä-yëöni-'
red_jacket		ëyagoyá'daye:íh		e-yako-ya't-á-yeih-ø
red_jacket		ëdwá:shë́:'		ëtwa-hashë-:'
red_jacket		ho'gá:e'		h-o'-ka-he-:'
red_jacket		niáöwö:d		ni-ha-ö:wöt-ø
red_jacket		wë:níshädé'		w-ë:nishä-te-'
red_jacket		goyö́:je'		ko-yö-h-atye-'
red_jacket		wa'agoyá'daye:ih		wa'-yako-ya't-á-yeih-ø
red_jacket		ne''hö́:wéh		ne'ho-öwe
red_jacket		wa'ojohgwë́'hé't		wa'-yo-ityohkwe-ë'he'-t
red_jacket		wá:tšyo:wí'		wa-ha-at-hyowi-'
red_jacket		yöëdzadé'		y-öëdz-á-te-'
red_jacket		ganöwöyë́hdö́:'		ka-nöw-á-yëht-ö-:'
red_jacket		aënö́dë:ni:nö́'		aa-hën-atë-hninö-'
red_jacket		wa:díashë́:'		wa-hati-hashë-:'
red_jacket		nö'o:wë́h		n-a'-yaw-ëh-ø
red_jacket		wa:díashëda:go'		wa-hati-hshëta-ko-'
red_jacket		waë́'		wa-ha-i-'
red_jacket		nëya:wë́h		n-ë-yaw-ëh-ø
red_jacket		nö'wö:díh		n-a'-w-ati-h-ø
red_jacket		niyo:wé'		ni-yo-we-'
red_jacket		hëdwé:d		h-ë-tw-eht-ø
red_jacket		thëní'jö'		t-hën-i'työ-'
red_jacket		hadí:nyö'öh		hati-hnyö'öh
red_jacket		ëgadö:dë'		ë-k-atör-öt-ë'
red_jacket		ëswajë:nö:ní'		ë-swa-at-yëën-öni-'
red_jacket		ësgwadö́ishëhdë'		ë-skwa-atöishë-ht-ë-'
red_jacket		dethóda'ö́h		te-t-ho-ta-'-öh
red_jacket		wáiwaye:ís		wa-ha-i:w-á-yei-st-ø
red_jacket		wa:dö:dë́'		wa-ha-atör-öt-ë'
red_jacket		gáënö'géh		ka-ën-a'-keh
red_jacket		nigaënó'dë́:h		ni-ka-ën-o'të-:h
red_jacket		wa:jä́:'dak		wa-ha-at-yeä-'ta-hkw-ø
red_jacket		ëswaënö́:ög		ë-swa-ën-aök-ø
red_jacket		ganö́hsëshö́'		ka-nöhs-ëshö'
red_jacket		hwa:nöhsá:wa'ís		h-wa-ha-nöhs-áhwa'ist-ø
red_jacket		ishé:'		i-s-h-e-:-'
red_jacket		wa:ënyá'k		wa-ha-ën-ya'k-ø
red_jacket		ëdwáhdë:dí'		ë-twa-ahtëti-'
red_jacket		jagoya'dayéI'ö		t-yako-ya't-á-yei-'-öh
red_jacket		hëdwé:'		h-ë-tw-e-:-'
red_jacket		dëdwanöwö:yën		t-ë-twa-nöw-á-yëht-ö-:'
red_jacket		honöhdëjö́s'ö́h		hon-ahtëty-ö-s'öh
red_jacket		heonötgö́dahgöh		he-hon-at-köta-hkw-öh
red_jacket		dwadáde'gë:'		twa-atate-'kë:'
red_jacket		wa:di:yö́'		wa-hati-yö-'
red_jacket		sa:díashë:dák		s-a-hati-hashëta-hkw-ø
red_jacket		tganöwöyë́hdö́:'		t-ka-nöw-á-yëht-ö-:'
red_jacket		ëwö:dö́'		ë-w-atö'-ø
red_jacket		tsha'wádahgwi'		tsh-a'-w-atahkwi-'
red_jacket		ha:wë́:h		haw-ë-:h
red_jacket		ëdzögwayá'daye:ih		ë-s-yökwa-ya't-á-yei-h-ø
red_jacket		ëgá:ad		ë-ka-hraht-ø
red_jacket		ögwánöhso:d		ökwa-nöhs-ot-ø
red_jacket		ganö́hse:s		ka-nöhs-es-ø
red_jacket		ganë́gwe:göh		ka-nëë-kwek-öh
red_jacket		goya'dayeisdáhgwa'		ko-ya't-á-yei-sta-hkw-a'
red_jacket		wa:dí:waye:is		wa-hati-i:w-á-yei-st-ø
red_jacket		wa:dinöwë:da't		wa-hati-nöw-ëta-'-t
red_jacket		heshonö́tgödahgöh		he-s-hon-at-köta-hkw-öh
red_jacket		thodínöhso:dak		t-hoti-nöhs-ot-ø-ak
red_jacket		dzagóyö:nö:je'		s-yako-yö-:nö-ø-atye-'
red_jacket		do:në'nígöëdenyö:		te-hon-ë-'niköhr-á-teny-ö:h
red_jacket		gaya:sö́		ka-yas-öh
red_jacket		do:në'nígöëdenyö:h		te-hon-ë-'nikohr-á-teny-ö:h
red_jacket		hodi:negéä'nö:jé'		hoti-hnek-eä-'nö-ø-atye-'
red_jacket		hoyëdaje'		ho-yët-ø-atye-'
red_jacket		howase'gë́öje'		ho-awase'k-ë-ø-atye-'
red_jacket		ašyö́nyashä́'		asy-önya-sh-ä'
red_jacket		wahgwa:sé:'		w-ahkw-ase-:'
red_jacket		hojä:'dö́:je'		ho-at-yeä-'t-ö-atye'
red_jacket		hodiyëda:je'		hoti-yët-ø-atye-'
red_jacket		ha'de:yö́:		ha'-te-y-ö-:h
red_jacket		höwënöwíaje'		höwën-awi-ø-atye-'
red_jacket		tsha'gá:ad		tsh-a'-ka-hraht-ø
red_jacket		nëya:wëh		n-ë-yaw-ëh-ø
red_jacket		ësgadö:dë'		ë-s-k-atör-öt-ë'
red_jacket		hesga:gö:d		he-s-ka-köt-ø
red_jacket		tšhidwadadwëni:yó'		tshi-twa-atat-wën-iyo-'
red_jacket		dëjidwado:go'		t-ë-tsi-twa-at-oko-'
red_jacket		wá:döišyök		wa-ha-at-öisyöhkw-ø
red_jacket		ë:nödö́ishën		ë-hën-atöishë-ht-ø
red_jacket		ë:nöjë:nö:ni'		ë-hën-at-yëën-öni-'
red_jacket		dethóda'öh		te-t-ho-da-'-öh
red_jacket		sa:dö:dë'		s-a-ha-atör-öt-ë'
red_jacket		ëswátgaëö́'		ë-swa-atkaëö-'
red_jacket		nisgawënó'dë:h		ni-s-ka-wën-o'të-:h
red_jacket		aedwadë:ni:nö'		ae-twa-atë-hniö-'
red_jacket		hodö:da:jé'		ho-atör-öt-ø-atye-'
red_jacket		wa:nöhsó'kdë́'		wa-ha-nöhs-o'kt-ë'
red_jacket		sa:ayö́'		s-a-ha-yö-'
red_jacket		aöhwö́'		a-öhw-a'
red_jacket		dawë́nöhdö:'		t-a-w-ënöhtö-:'
red_jacket		hadö́:ne'		ha-atö-:ne-'
red_jacket		gáënö'geh		ka-ën-a'-keh
red_jacket		oyë:de:d		o-yëtet-ø
red_jacket		o'thadi:wá:ë'		o'-t-ha-i:w-á-h-ë'
red_jacket		o'yódahsi'		o'-y-otahs-i'
red_jacket		nö́:ye:'		n-a-ha-ye-:'
red_jacket		nö'ö:wëh		n-a'-yaw-ëh-ø
red_jacket		óiowa:nëh		o-ih-owanë-h
red_jacket		o'thadi:wá:ä'		o'-t-ha-at-i:w-á-h-ë'
red_jacket		wa'agonö́geshën		wa'-yako-nöke-sh-ë-ht-ø
red_jacket		hadinöge'		hati-nöke-'
red_jacket		nyo:yënö́wë'öh		ni-ho-yën-á-wë'-öh
red_jacket		hayásö:nö'		ha-yas-ö-nö'
red_jacket		niyóiwa'		ni-yo-i:w-a'
red_jacket		niyó'dë:h		ni-y-o'të-:h
red_jacket		de'swáiwayëde:íh		te'-swa-i:w-á-yëte-ih
red_jacket		gotgá'de'		ko-at-ka'te-'
red_jacket		de'í:wayëde:íh		te'-ye-i:w-á-yëte-ih
red_jacket		hadigëhjishö'ö́gë:ö'		hati-këhtsi-shö'ö-kë:ö'
red_jacket		hënö:döh		hën-atö-h
red_jacket		nigaió'dë:h		ni-ka-ih-o'të-:h
red_jacket		hënötšyowíak		hën-at-hyowi-ø-ak
red_jacket		agáshä:'s		ak-ashää-'-s
red_jacket		nya:dío'dë:nö'		ni-hati-ih-o'të-:-nö'
bird		ëgegeodë'		ë-ke-kar-ot-ë'
bird		ha:nyö́'ö		ha-hnyö'oh
bird		dó:döëdzo:ní		te-ho-atöëtso-ni-h
bird		éothö:dé:k		ë-ho-athöte-k
bird		nigagéo'dë́s		ni-ka-kar-o'të-s
bird		nónëhji:kha:'		onë-htsi-kha:'
bird		nónëhji		onë-htsih
bird		waonöhgwáge:eya's		wa-ho-nöhkwa-keeya-'s
bird		sa:onyá:k		s-a-ho-nyak-ø
bird		hoksá'dayë́'		ho-ksa't-á-ye-'
bird		gahadagö́:		ka-hat-á-kö:h
bird		hwa:ne:'		h-wa-hn-e-:-'
bird		hadówäthé's		ha-atowät-h-e's
bird		wáë́'		wa-ha-i-'
bird		sa:ayö'		s-a-ha-yö-'
bird		shagóawak		shako-hawak
bird		heyagwe:nö́:h		he-yakaw-e-n-ö:h
bird		gotgá:nyé:		ko-atka:nye-:h
bird		wa'a:gë'		wa'-yak-ë-'
bird		o'shagoyá'dihsa:khá'		o'-shako-ya't-ihsak-h-a'
bird		hwa:yagë't		h-wa-ha-yake-'-t
bird		da'ashago:gë'		da'-a-shako-kë-'
bird		gonödéo'		ko-nöte-o-'
bird		onö́'is		o-nö'is
bird		dödaye:yö́'		t-ö-t-a-ye-yö-'
bird		o:wi:h		o-wi-:h
bird		yegë́hjih		ye-këhtsih
bird		ösayeya:gë't		ö-s-a-ye-yakë-'-t
bird		sayötga:nyéha'		s-a-ye-atka:nye-'h-a'
bird		dzeda:khe'		s-ye-takhe-'
bird		wadö:tha'		w-atöt-ha'
bird		dösaye:da't		t-ö-s-a-ye-ta-'-t
bird		dösayöwë:nyé:'		t-ö-s-a-ye-awënye-:'
bird		gahóga:ën		ka-ho-kaët-ø
bird		odö́'ö		o-atö'-öh
bird		ëgö:nö́:n		ë-kö-nöt-ø
bird		dödásahgé:t		t-ö-t-a-s-ahket-ø
bird		ëgáhdë:di'		ë-k-ahtëti-'
bird		awë́detgä:dé'		aw-ëtetkääte-'
bird		hë:ge:'		h-ë-k-e-:-'
bird		o'jö́hsëthó'		o'-t-ye-ahsëtho-'
bird		dödásahge:t		t-ö-t-a-s-ahket-ø
bird		o'tga:dë'		o'-t-ka-të-'
bird		wa'ö:dö́'		wa'-ye-atö'-ø
bird		wa'ödädë'		wa'-ye-at-ät-ë'
bird		jago:tha:'		t-yako-tha-:'
bird		jö:döh		t-ye-atö-h
bird		hi:gë:h		hi:kë:h
bird		ho'nih		ho-'nih
bird		hodówäthö:h		ho-atowät-h-ö:h
bird		o'shagodá:ödö:'		o'-shako-ataötö-:'
bird		da'agënö́hdö'		ta'-wak-ënötö-'
bird		wa'eiwáhset		wa'-ye-iw-ahseht-ø
bird		waöwöiwahséhdë'		wa-höwö-iw-ahseht-ë-'
bird		o'wadädë'		o'-w-at-ät-ë'
bird		"wa'öts""honyá:no:^'"		wa'-ye-at-hyonya-:nö-:'
bird		nö:saya:wë́		nöö-s-a-yaw-ëh-ø
bird		"o'shago'daswáës""yö:'"		o'-shako-i't-á-swaë-syö-:'
bird		da'agáih		ta'-a-ka-i-h-ø
bird		da'ayagonödä:nö:n		ta'-a-yako-nötar-á-nöt-ø
bird		go:awák		ko-hawak
bird		a:we:t		aw-et-ø
bird		hwa:e'		h-wa-h-e-:-'
bird		hagë́hji		ha-këhtsih
bird		dödásahge:d		t-ö-t-a-s-ahket-ø
bird		thö:saya:wë́		th-öö-s-a-yaw-ëh-ø
bird		nëyó'dë:ök		n-ë-y-o'të-h-ak
bird		niyawëdétgä:de'		ni-yaw-ëtetkääte-'
bird		ëtgé'sé:g		ë-t-k-e-'s-ek
bird		sawagadö́swe'dë́'		s-a-wak-atöswe't-ë-'
bird		hëhsé:'		h-ë-hs-e-:-'
bird		dö́:sathwadasé:		te-hösa-at-hwatase-:h
bird		hodi:thá:'		hoti-tha-:'
bird		niyáwë'ö		ni-yaw-ë'-öh
short_pants		o'gi'		o'-k-i-'
short_pants		niyó'dë:nö'		ni-y-o'të-:-nö'
short_pants		nónëhjih		onë-htsih
short_pants		ha'de:yö:		ha'-te-y-ö-:h
short_pants		niyojéënö'		ni-yo-at-ye-ë-nö'
short_pants		tsha'ganögëh		tsh-a'-ka-nök-ëh-ø
short_pants		ga'séhdiyano:we'		ka-'seht-í-yanowe-'
short_pants		o'gá'se:'		o'-ka-'se-:-'
short_pants		waënöthá:öni'		wa-hën-at-ha-öni-'
short_pants		o'gáse'sö:'		o'-ka-'se-'sö-:'
short_pants		wa:dinä́hgwi'		wa-hati-nähkwi-'
short_pants		ha:dí:nyö'öh		hati-hnyö'öh
short_pants		hodí:wa:wëh		hoti-iw-awë-h
short_pants		hadínähgwis		hati-nähkwi-s
short_pants		gë:wë́dëhdëönyö'		ka-iëwë-tëhtar-önyö-'
short_pants		wá:dišyö:ni'		wa-hati-sy-öni-'
short_pants		ganö́his:yo's		ka-nöhs-iyo-'s
short_pants		o'gá'se:'		o'ka-'se-:-'
short_pants		ogwe:nyö:		o-kweny-ö:h
short_pants		ëyöde'nö́ndë:h		ë-ye-ate-'nöhtääh-ø
short_pants		niyáwë'öh		ni-yaw-ë'-öh
short_pants		dwë:níshäde:nyök		t-w-ë:nishä-te-nyö-ø-k
short_pants		yadádehso:d		hy-atate-hsot
short_pants		"wa:yade'nö́had"":h"		wa-hy-ate-'nöhtääh-ø
short_pants		ga'sehdowánë:neh		ka-'seht-owanë-:-neh
short_pants		ga'sehdiyanowé'geh		ka-'seht-í-yanowe-'-keh
short_pants		o'thya:dyë:'		o'-t-hy-at-yë-:'
short_pants		dawade'sehdajë́:tho'		t-a-w-ate-'seht-atyëëtho-'
short_pants		niyó'dë:		ni-y-o'të-:h
short_pants		dwadáde'gë́:'		tw-atate-'kë:'
short_pants		hadínö:n		hati-'nöht-ø
short_pants		da:e'		t-a-ha-e-'
short_pants		wa'agoyá'the:'		wa'-yako-ya't-he-:'
short_pants		te:nö́gwe'ö:weh		te-hn-ökwe-'öweh
short_pants		ëögögä:go'		ë-hakö-kar-á-ko-'
short_pants		o'shagogä:gó'		o'-shako-kar-á-kwek-öh
short_pants		tgagä:ye:í'		t-ka-kar-áyei-'
short_pants		ogä:gwe:gö		o-kar-á-kwek-öh
short_pants		niyo:we'		ni-yo-we-'
short_pants		wa'ë'		wa'-ye-e-'
short_pants		wa'eganya'k		wa'-ye-kar-ya'k-ø
short_pants		wa'ö́da:ödö:'		wa'-ye-at-aötö-:'
short_pants		niyogä:'		ni-yo-kar-a'
short_pants		ha:ksá'a:h		ha-ks-a'a-:h
short_pants		niyó'dë:h		ni-y-o'të-:h
short_pants		niyohsinö́k'a:		ni-yo-hsin-ak'a-:h
short_pants		dë:nöjáhdowe:sgwa'		te-hën-at-yaht-owe-s-kwa'
short_pants		ha:diksa'shö́'öh		hati-ks-a'-shö'öh
short_pants		ónëhjih		onë-htsih
short_pants		tšhiyagwaksá'shööh		tshi-yakwa-ks-a'-shö'öh
short_pants		niyó'dë:		ni-y-o'të-:h
short_pants		ögwajä́:'döh		ökwa-at-yeä-'t-öh
short_pants		nijágyöshö:n		ni-t-yakwa-ösh-öt-ø
short_pants		niyo:he:s		ni-yo-h-es-ø
short_pants		o'shagogä:gó'		o'-shako-kar-á-ko-'
short_pants		wáöwö:dö:'		wa-höwö-aötö-:'
short_pants		ha'nö́hdaje'		ha-'noht-ø-aje-'
short_pants		waë'		wa-ha-i-'
short_pants		ha'deyogä́:ë		ha'-te-yo-kar-á-hë-h
short_pants		dójahdo:öh		te-ho-at-yaht-o-öh
short_pants		gaiwagwáihsös		ka-iw-á-kwaihs-ös
short_pants		níu'u:h		ni-ha-u'u-:h
short_pants		hojä́:'döh		ho-at-yeä-'t-öh
short_pants		kaiö:ni		ka-ih-öni-h
short_pants		nëöganyá'k		n-ë-ha-kar-ya'k-ø
short_pants		dödayesnyé't		t-ö-t-a-ye-snye'-t
short_pants		yegë́hji		ye-këhtsih
short_pants		wa'a:gë'		wa'-yak-ë-'
short_pants		a:gega:nya'k		aa-ke-kar-ya'k-ø
short_pants		dewagajáhdo:öh		te-wak-at-yaht-o-öh
short_pants		o'thádihsade:ní'		o'-t-hati-hs-á-teni-'
short_pants		nö:ye:'		n-a-ha-ye-:'
short_pants		wá:de:ëh		wa-ha-ateëh-ø
short_pants		wáöwëös		wa-höwö-ë-ös
short_pants		deyagojáhdo:öh		te-yako-at-yaht-o-öh
short_pants		hohso:d		ho-hsot
short_pants		wa'a:wë́		wa'-yaw-ëh-ø
short_pants		wá:ad		wa-ha-hraht-ø
garden		ëgátšonyá:nö:’		ë-k-at-hrory-a-hnö-:’
garden		hagyö́’se:h		hak-yö-’se-:h
garden		hö:gweh		h-ökweh
garden		wá:ga:ödö:’		wa’-hak-ahrötö-:’
garden		dwagwë́nitgë́’öh		t-wak-wën-itkë’-öh
garden		o’gi’		o’-k-i-’
garden		gyëtwas		k-yëthw-ahs
garden		ostö:shö́’öh		o-sthw-ö:h=shö’öh
garden		wá:ga:ödö:’		wa’-hak-ahrötö-:’
garden		o’gátšonyá:nö:’		o’-k-at-hrory-a-hnö-:’
garden		onö́nö’da’		o-nönö’t-a’
garden		agyë:töh		wak-yëthw-öh
garden		onë́ö’		o-nëh-a’
garden		osáe’da’		o-sahe’t-a’
garden		okdéä’shö́’öh		o-ktehr-a’=shö’öh
garden		o’nö́hsa’		o-’nöhs-a’
garden		o’gyáshönyö:’		o’-k-yas-hönyö-:’
garden		wiyóaje’		w-iyo-h-atye-’
garden		wáéo:wi’		wa’-he-hrori-’
garden		ha’degaye:i’		ha’-te-ka-yeri-’
garden		nigaëdó’dë:h		ni-ka-hët-o’të-:h
garden		de’we:so’		te’-w-eso-’
garden		de’gyë:twas		te’-k-yëthw-ahs
garden		nö’jö́knitä:wëh		n-a’-t-yökni-hthar-a-wë-h
garden		hagáödö:nyöh		hak-ahrötö-nyö-h
garden		wáéonyá:nö:’		wa’-he-hrory-a-hnö-:’
garden		niyóiwa’		ni-yo-rihw-a-’
garden		hagáödö:’		hak-ahrötö-ha’
